LOCATION ZONE,Bodily Injury,Property Damage,PIP,NON MED,Collision,Comprehensive,UM - Single Car,UM - Multi Car,UIM - Single Car,UIM - Multi Car
N4796740W08885594,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796818W08883280,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796917W08882511,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794085W08916240,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794284W08915122,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794543W08913684,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794743W08912243,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08910750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08909250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08907750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08906250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08904750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08903250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08901750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08900250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08898750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08897250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08895750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794750W08894250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794856W08892806,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4795136W08891356,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4795385W08889907,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4795368W08888626,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4794788W08876111,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4792604W08919248,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4792913W08918088,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793212W08916718,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08915250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08913750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08912250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08910750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08909250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08907750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08906250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08904750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08903250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08901750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08900250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08898750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793250W08897250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793300W08895796,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793397W08894385,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793777W08893247,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4792904W08881600,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793227W08880659,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4793616W08879496,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791092W08922028,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791231W08921089,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791662W08919653,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791773W08918270,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791485W08916797,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791780W08915196,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791750W08913750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791750W08912250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791750W08910750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791750W08909250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791750W08907750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791750W08906250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791750W08904750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791750W08903250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791750W08901750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791756W08900255,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4791934W08898820,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4792195W08897350,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4792384W08896273,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790090W08922191,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790290W08921254,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790025W08919539,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790218W08918318,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790377W08916831,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790249W08915249,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790250W08913750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790250W08912250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790250W08910750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790250W08909250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790250W08907750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790250W08906250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790250W08904750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790250W08903250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790250W08901750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790297W08900629,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4789501W08897686,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4789606W08892453,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4789741W08891216,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4790020W08890280,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788910W08923923,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4789015W08922310,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788820W08921462,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788758W08919643,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08918250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08916750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08915250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08913750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08912250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08910750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08909250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08907750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08906250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08904750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08903250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788750W08901750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788645W08900306,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788653W08898722,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788710W08897273,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788622W08895792,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4788773W08894282,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4789086W08892804,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4789287W08891669,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787201W08925532,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787435W08924341,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787536W08922815,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787497W08921563,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787247W08919747,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08918250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08916750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08915250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08913750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08912250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08910750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08909250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08907750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08906250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08904750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08903250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787250W08901750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787279W08900269,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787472W08898809,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787706W08897345,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787872W08895952,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4787997W08894993,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785353W08923513,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785649W08922559,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785817W08921254,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785762W08919740,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785750W08918250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785750W08916750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785750W08915250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785750W08913750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785750W08912250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785750W08910750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785750W08909250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785750W08907750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785788W08906279,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4785992W08904795,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4786094W08903287,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4786257W08901943,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4786462W08900812,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4784496W08919282,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4784250W08918250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4784250W08916750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4784250W08915250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4784250W08913750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4784250W08912250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4784304W08910782,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4784539W08909320,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4784797W08907891,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4784936W08906688,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4783407W08919110,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4783302W08918169,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4783015W08916684,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4783044W08915317,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4783151W08913753,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4783204W08912340,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4783438W08911314,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4747541W08803770,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4747588W08802681,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4747615W08801258,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4747641W08799702,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4747706W08798193,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4747736W08796761,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4747713W08795262,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4747728W08793766,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4747675W08792294,308.05,57.62,"2,688.15",278.18,268.52,21.44,16.56,16.56,22.48,22.48
N4747615W08790876,359.25,69.81,"3,068.95",317.59,232.89,23.96,8.98,8.98,13.44,13.44
N4747503W08789995,359.25,69.81,"3,068.95",317.59,232.89,23.96,8.98,8.98,13.44,13.44
N4747522W08788194,359.25,69.81,"3,068.95",317.59,232.89,23.96,8.98,8.98,13.44,13.44
N4747526W08785630,359.25,69.81,"3,068.95",317.59,232.89,23.96,8.98,8.98,13.44,13.44
N4747521W08785329,359.25,69.81,"3,068.95",317.59,232.89,23.96,8.98,8.98,13.44,13.44
N4746061W08814486,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746149W08813321,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746162W08811484,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746322W08810212,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746410W08808729,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746414W08807240,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746434W08805722,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4747044W08804134,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746708W08802708,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746750W08801250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746750W08799750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746750W08798250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746750W08796750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746750W08795250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746750W08793750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746750W08792250,291.89,53.77,"2,567.92",265.74,279.77,20.64,18.96,18.96,25.33,25.33
N4746745W08790757,306.92,57.35,"2,679.72",277.31,269.31,21.38,16.73,16.73,22.67,22.67
N4747125W08789219,329.82,62.81,"2,850.11",294.94,253.37,22.51,13.34,13.34,18.64,18.64
N4746938W08788007,308.48,57.73,"2,691.35",278.51,268.22,21.46,16.50,16.50,22.40,22.40
N4746912W08786001,314.49,59.16,"2,736.05",283.14,264.04,21.75,15.61,15.61,21.34,21.34
N4746635W08784692,333.85,63.76,"2,880.02",298.04,250.57,22.71,12.74,12.74,17.92,17.92
N4746669W08783255,299.22,55.52,"2,622.48",271.39,274.67,21.00,17.87,17.87,24.04,24.04
N4746625W08781759,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746626W08780275,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746462W08778810,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746258W08777335,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4746117W08776172,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4744723W08821599,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4744804W08820692,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4744991W08819167,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745122W08817748,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745155W08816289,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745520W08814804,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08813250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08811750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08810250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08808750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08807250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08805750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08804250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08802750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08801250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08799750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08798250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08796750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08795250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08793750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08792250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08790750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08789250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08787750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08786250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08784750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08783250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08781750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08780250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08778750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745250W08777250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4745226W08775771,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4744965W08774333,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4744716W08773143,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743131W08823301,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743514W08822079,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08820750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08819250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08817750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08816250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08814750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08813250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08811750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08810250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08808750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08807250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08805750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08804250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08802750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4743750W08801250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
